,name,day,S,E,I,R
435,P6,44,15026.959933152115,513.6719254741881,391.5507945490022,273.8173468246942
436,P7,44,11931.0,0.0,0.0,0.0
437,P8,44,4317.150354046468,991.5076831966953,902.2843325613367,726.0576301954964
438,P9,44,6553.194331254053,829.9369065971193,689.6797862201911,516.1889759286296
439,P10,44,7944.0,0.0,0.0,0.0
440,P1,45,14473.0,0.0,0.0,0.0
441,P2,45,19804.0,0.0,0.0,0.0
442,P3,45,693.3208770914308,386.6830566337669,458.6800577041599,459.31600857064234
443,P4,45,16648.0,0.0,0.0,0.0
444,P5,45,2456.0,0.0,0.0,0.0
445,P6,45,14849.058484939967,588.8389885914971,451.2145922434496,316.88793422508445
446,P7,45,11931.0,0.0,0.0,0.0
447,P8,45,4042.0032311365358,1068.3532694672886,1001.3345926189287,825.3089067772434
448,P9,45,6295.352117251848,921.7917392799012,779.802391055394,592.0537524128506
449,P10,45,7944.0,0.0,0.0,0.0
450,P1,46,14473.0,0.0,0.0,0.0
451,P2,46,19804.0,0.0,0.0,0.0
452,P3,46,615.3298333693186,387.3374890291257,485.5618626834557,509.7708149180999
453,P4,46,16648.0,0.0,0.0,0.0
454,P5,46,2456.0,0.0,0.0,0.0
455,P6,46,14646.475810865806,673.6538649473584,519.3487848149696,366.5215393718639
456,P7,46,11931.0,0.0,0.0,0.0
457,P8,46,3756.11237733531,1140.5734693750567,1104.8584413243043,935.4557119653255
458,P9,46,6015.287614929269,1017.4978937464996,878.3824758952809,677.8320154289439
459,P10,46,7944.0,0.0,0.0,0.0
460,P1,47,14473.0,0.0,0.0,0.0
461,P2,47,19804.0,0.0,0.0,0.0
